text,new_label
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,not_bully-Spam
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",not_bully-Spam
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,not_bully-Spam
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",not_bully-Spam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,not_bully-Spam
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,not_bully-Spam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",not_bully-Spam
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",not_bully-Spam
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,not_bully-Spam
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,not_bully-Spam
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",not_bully-Spam
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,not_bully-Spam
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",not_bully-Spam
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",not_bully-Spam
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",not_bully-Spam
"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",not_bully-Spam
"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",not_bully-Spam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,not_bully-Spam
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,not_bully-Spam
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",not_bully-Spam
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,not_bully-Spam
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",not_bully-Spam
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",not_bully-Spam
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",not_bully-Spam
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,not_bully-Spam
Please CALL 08712402972 immediately as there is an urgent message waiting for you,not_bully-Spam
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,not_bully-Spam
You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,not_bully-Spam
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",not_bully-Spam
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,not_bully-Spam
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,not_bully-Spam
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,not_bully-Spam
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,not_bully-Spam
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,not_bully-Spam
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,not_bully-Spam
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",not_bully-Spam
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",not_bully-Spam
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,not_bully-Spam
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,not_bully-Spam
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,not_bully-Spam
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,not_bully-Spam
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",not_bully-Spam
74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,not_bully-Spam
WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,not_bully-Spam
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,not_bully-Spam
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",not_bully-Spam
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",not_bully-Spam
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,not_bully-Spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,not_bully-Spam
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,not_bully-Spam
FreeMsg>FAV XMAS TONES!Reply REAL,not_bully-Spam
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,not_bully-Spam
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),not_bully-Spam
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",not_bully-Spam
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,not_bully-Spam
"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",not_bully-Spam
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,not_bully-Spam
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,not_bully-Spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,not_bully-Spam
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",not_bully-Spam
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,not_bully-Spam
"Latest News! Police station toilet stolen, cops have nothing to go on!",not_bully-Spam
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,not_bully-Spam
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,not_bully-Spam
Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,not_bully-Spam
83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,not_bully-Spam
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,not_bully-Spam
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",not_bully-Spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",not_bully-Spam
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,not_bully-Spam
Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,not_bully-Spam
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,not_bully-Spam
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),not_bully-Spam
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,not_bully-Spam
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",not_bully-Spam
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",not_bully-Ham
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,not_bully-Ham
Wait  &lt;#&gt;  min..,not_bully-Ham
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,not_bully-Ham
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,not_bully-Ham
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,not_bully-Ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",not_bully-Ham
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,not_bully-Ham
I HAVE A DATE ON SUNDAY WITH WILL!!,not_bully-Ham
Sorry about that this is my mates phone and i didnt write it love Kate,not_bully-Ham
No:-)i got rumour that you going to buy apartment in chennai:-),not_bully-Ham
"Hmm well, night night ",not_bully-Ham
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",not_bully-Ham
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,not_bully-Ham
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",not_bully-Ham
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,not_bully-Ham
Aiyah e rain like quite big leh. If drizzling i can at least run home.,not_bully-Ham
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",not_bully-Ham
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",not_bully-Ham
Convey my regards to him,not_bully-Ham
Another month. I need chocolate weed and alcohol.,not_bully-Ham
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",not_bully-Ham
I AM AT A PARTY WITH ALEX NICHOLS,not_bully-Ham
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",not_bully-Ham
Yes there were many sweets,not_bully-Ham
As in different styles?,not_bully-Ham
No need lar i go engin? Cos my sis at arts today...,not_bully-Ham
I'm going 2 orchard now laready me reaching soon. U reaching?,not_bully-Ham
Lol for real. She told my dad I have cancer,not_bully-Ham
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,not_bully-Ham
Yes. Nigh you cant aha.,not_bully-Ham
K..k..i'm also fine:)when will you complete the course?,not_bully-Ham
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",not_bully-Ham
What * u wearing?,not_bully-Ham
Hahaha..use your brain dear,not_bully-Ham
Yes:)sura in sun tv.:)lol.,not_bully-Ham
Were trying to find a Chinese food place around here,not_bully-Ham
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,not_bully-Ham
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,not_bully-Ham
I'm really sorry I lit your hair on fire,not_bully-Ham
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",not_bully-Ham
i am seeking a lady in the street and a freak in the sheets. Is that you?,not_bully-Ham
K then 2marrow are you coming to class.,not_bully-Ham
Its too late:)but its k.wish you the same.,not_bully-Ham
"No, I was trying it all weekend ;V",not_bully-Ham
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,not_bully-Ham
Let me know when you've got the money so carlos can make the call,not_bully-Ham
Ok.,not_bully-Ham
here is my new address -apples&pairs&all that malarky,not_bully-Ham
Is there any training tomorrow?,not_bully-Ham
Jus finish bathing...,not_bully-Ham
I dont want to hear philosophy. Just say what happen,not_bully-Ham
Oh did you charge camera,not_bully-Ham
"They can try! They can get lost, in fact. Tee hee",not_bully-Ham
Cuz ibored. And don wanna study,not_bully-Ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,not_bully-Ham
WHITE FUDGE OREOS ARE IN STORES,not_bully-Ham
"How about clothes, jewelry, and trips?",not_bully-Ham
Try to do something dear. You read something for exams,not_bully-Ham
Get ready for  &lt;#&gt;  inches of pleasure...,not_bully-Ham
"Sir, i am waiting for your call, once free please call me.",not_bully-Ham
Well welp is sort of a semiobscure internet thing,not_bully-Ham
Hey come online! Use msn... We are all there,not_bully-Ham
Its a part of checking IQ,not_bully-Ham
I love u 2 my little pocy bell I am sorry but I love u,not_bully-Ham
When are you guys leaving?,not_bully-Ham
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,not_bully-Ham
WHO ARE YOU SEEING?,not_bully-Ham
Jokin only lar... :-) depends on which phone my father can get lor...,not_bully-Ham
Webpage s not available!,not_bully-Ham
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,not_bully-Ham
"I think your mentor is , but not 100 percent sure.",not_bully-Ham
Oh wow thats gay. Will firmware update help,not_bully-Ham
Whos this am in class:-),not_bully-Ham
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,not_bully-Ham
Wife.how she knew the time of murder exactly,not_bully-Ham
Two teams waiting for some players,not_bully-Ham
No no. I will check all rooms befor activities,not_bully-Ham
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,not_bully-Ham
Very hurting n meaningful lines ever: \I compromised everything for my love,not_bully-Ham
Do have a nice day today. I love you so dearly.,not_bully-Ham
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,not_bully-Ham
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",not_bully-Ham
Oh yah... We never cancel leh... Haha ,not_bully-Ham
Guessin you ain't gonna be here before 9?,not_bully-Ham
Good morning princess! Have a great day!,not_bully-Ham
"Haha, that was the first person I was gonna ask",not_bully-Ham
I have printed it oh. So  &lt;#&gt;  come upstairs,not_bully-Ham
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",not_bully-Ham
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,not_bully-Ham
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,not_bully-Ham
Also hi wesley how've you been,not_bully-Ham
You best watch what you say cause I get drunk as a motherfucker,not_bully-Ham
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,not_bully-Ham
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,not_bully-Ham
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),not_bully-Ham
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,not_bully-Ham
Watching telugu movie..wat abt u?,not_bully-Ham
Thank you baby! I cant wait to taste the real thing...,not_bully-Ham
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,not_bully-Ham
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",not_bully-Ham
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",not_bully-Ham
Yar... I tot u knew dis would happen long ago already.,not_bully-Ham
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",not_bully-Ham
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,not_bully-Ham
Bring it if you got it,not_bully-Ham
I know she called me,not_bully-Ham
"Dizzamn, aight I'll ask my suitemates when I get back",not_bully-Ham
K:)k:)good:)study well.,not_bully-Ham
I cant pick the phone right now. Pls send a message,not_bully-Ham
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",not_bully-Ham
"Sorry, I'll call later  &lt;#&gt; mins",not_bully-Ham
Doing project w frens lor. ,not_bully-Ham
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",not_bully-Ham
Oooh bed ridden ey? What are YOU thinking of?,not_bully-Ham
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,not_bully-Ham
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,not_bully-Ham
Ok... U enjoy ur shows...,not_bully-Ham
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",not_bully-Ham
Minimum walk is 3miles a day.,not_bully-Ham
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,not_bully-Ham
"Yo, the game almost over? Want to go to walmart soon",not_bully-Ham
"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",not_bully-Ham
I dont know oh. Hopefully this month.,not_bully-Ham
"Sorry, I'll call later",not_bully-Ham
Mum not going robinson already.,not_bully-Ham
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,not_bully-Ham
Just sleeping..and surfing,not_bully-Ham
Try neva mate!!,not_bully-Ham
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,not_bully-Ham
"What do u reckon as need 2 arrange transport if u can't do it, thanks",not_bully-Ham
Dear good morning how you feeling dear,not_bully-Ham
What's ur pin?,not_bully-Ham
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,not_bully-Ham
Thanks love. But am i doing torch or bold.,not_bully-Ham
See? I thought it all through,not_bully-Ham
Finish liao... U?,not_bully-Ham
K:)k:)what are detail you want to transfer?acc no enough?,not_bully-Ham
PS U no ur a grown up now right?,not_bully-Ham
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,not_bully-Ham
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,not_bully-Ham
Happy birthday... May all ur dreams come true...,not_bully-Ham
So do you have samus shoulders yet,not_bully-Ham
Dude just saw a parked car with its sunroof popped up. Sux,not_bully-Ham
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,not_bully-Ham
Jus came back fr lunch wif my sis only. U leh?,not_bully-Ham
One small prestige problem now.,not_bully-Ham
"Aight, let me know when you're gonna be around usf",not_bully-Ham
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,not_bully-Ham
"Usf I guess, might as well take 1 car",not_bully-Ham
Haf u found him? I feel so stupid da v cam was working.,not_bully-Ham
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",not_bully-Ham
Wot is u up 2 then bitch?,not_bully-Ham
We can go 4 e normal pilates after our intro...  ,not_bully-Ham
K. I will sent it again,not_bully-Ham
:) ,not_bully-Ham
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,not_bully-Ham
No..few hours before.went to hair cut .,not_bully-Ham
Wat r u doing now?,not_bully-Ham
Loosu go to hospital. De dont let it careless.,not_bully-Ham
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,not_bully-Ham
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",not_bully-Ham
C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,not_bully-Ham
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,not_bully-Ham
Ok that's great thanx a lot.,not_bully-Ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,not_bully-Ham
Jus ans me lar. U'll noe later.,not_bully-Ham
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",not_bully-Ham
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,not_bully-Ham
Tell them u have a headache and just want to use 1 hour of sick time.,not_bully-Ham
\Hey j! r u feeling any better,not_bully-Ham
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,not_bully-Ham
Dear we got  &lt;#&gt;  dollars hi hi,not_bully-Ham
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",not_bully-Ham
Ok set let u noe e details later...,not_bully-Ham
I cant pick the phone right now. Pls send a message,not_bully-Ham
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,not_bully-Ham
Huh means computational science... Y they like dat one push here n there...,not_bully-Ham
Good Morning plz call me sir,not_bully-Ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,not_bully-Ham
Now am free call me pa.,not_bully-Ham
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,not_bully-Ham
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,not_bully-Ham
I just really need shit before tomorrow and I know you won't be awake before like 6,not_bully-Ham
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),not_bully-Ham
The evo. I just had to download flash. Jealous?,not_bully-Ham
ÌÏ ready then call me...,not_bully-Ham
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,not_bully-Ham
"Okay, good, no problem, and thanx!",not_bully-Ham
"Jus chillaxin, what up",not_bully-Ham
Don know..he is watching film in computer..,not_bully-Ham
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,not_bully-Ham
Ok... Let u noe when i leave my house.,not_bully-Ham
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,not_bully-Ham
Also maaaan are you missing out,not_bully-Ham
Theyre doing it to lots of places. Only hospitals and medical places are safe.,not_bully-Ham
Yup n her fren lor. I'm meeting my fren at 730.,not_bully-Ham
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),not_bully-Ham
Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,not_bully-Ham
"Just sent you an email ÛÒ to an address with incomm in it, is that right?",not_bully-Ham
I know complain num only..bettr directly go to bsnl offc nd apply for it..,not_bully-Ham
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,not_bully-Ham
"Come to mu, we're sorting out our narcotics situation",not_bully-Ham
I cant pick the phone right now. Pls send a message,not_bully-Ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",not_bully-Ham
Thank you. I like you as well...,not_bully-Ham
Have you started in skye,not_bully-Ham
"Yeah that's what I thought, lemme know if anything's goin on later",not_bully-Ham
Is that seriously how you spell his name?,not_bully-Ham
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",not_bully-Ham
Wif my family booking tour package.,not_bully-Ham
We confirm eating at esplanade?,not_bully-Ham
"If e timing can, then i go w u lor...",not_bully-Ham
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",not_bully-Ham
No one interested. May be some business plan.,not_bully-Ham
"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",not_bully-Ham
"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",not_bully-Ham
"I can't, I don't have her number!",not_bully-Ham
How would my ip address test that considering my computer isn't a minecraft server,not_bully-Ham
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,not_bully-Ham
How many times i told in the stage all use to laugh. You not listen aha.,not_bully-Ham
I will see in half an hour,not_bully-Ham
Its  &lt;#&gt; k here oh. Should i send home for sale.,not_bully-Ham
After completed degree. There is no use in joining finance.,not_bully-Ham
Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,not_bully-Ham
yay! finally lol. i missed our cinema trip last week :-(,not_bully-Ham
Merry christmas to u too annie!,not_bully-Ham
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),not_bully-Ham
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",not_bully-Ham
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",not_bully-Ham
